person,personLabel,work,workLabel
http://www.wikidata.org/entity/Q3546966,Hyacinth Bucket,http://www.wikidata.org/entity/Q922616,Keeping Up Appearances
http://www.wikidata.org/entity/Q3548147,Q3548147,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q5225416,Darryl Morton,http://www.wikidata.org/entity/Q945030,Coronation Street
http://www.wikidata.org/entity/Q5229465,Paul Williams,http://www.wikidata.org/entity/Q849627,The Young and the Restless
http://www.wikidata.org/entity/Q5232561,David Copperfield,http://www.wikidata.org/entity/Q189811,David Copperfield
http://www.wikidata.org/entity/Q5238309,Knave of Hearts,http://www.wikidata.org/entity/Q92640,Alice's Adventures in Wonderland
http://www.wikidata.org/entity/Q5240275,David Tapp,http://www.wikidata.org/entity/Q1145690,Saw
http://www.wikidata.org/entity/Q5252547,Deirdre Barlow,http://www.wikidata.org/entity/Q945030,Coronation Street
http://www.wikidata.org/entity/Q5265637,Detective Sgt. David Gabriel,http://www.wikidata.org/entity/Q948696,The Closer
http://www.wikidata.org/entity/Q5270474,Dial Tone,http://www.wikidata.org/entity/Q2911095,G.I. Joe: A Real American Hero
http://www.wikidata.org/entity/Q5273398,Dick Solomon,http://www.wikidata.org/entity/Q870490,3rd Rock from the Sun
http://www.wikidata.org/entity/Q5278483,Dino,http://www.wikidata.org/entity/Q201358,The Flintstones
http://www.wikidata.org/entity/Q5287012,Doc,http://www.wikidata.org/entity/Q2911095,G.I. Joe: A Real American Hero
http://www.wikidata.org/entity/Q5287407,Doctor Venom,http://www.wikidata.org/entity/Q2911095,G.I. Joe: A Real American Hero
http://www.wikidata.org/entity/Q5297292,Dopant,http://www.wikidata.org/entity/Q577752,Kamen Rider Series
http://www.wikidata.org/entity/Q5297444,Dora Spenlow,http://www.wikidata.org/entity/Q189811,David Copperfield
http://www.wikidata.org/entity/Q5306216,Dread Pirate Roberts,http://www.wikidata.org/entity/Q506418,The Princess Bride
http://www.wikidata.org/entity/Q5306216,Dread Pirate Roberts,http://www.wikidata.org/entity/Q1935913,The Princess Bride
http://www.wikidata.org/entity/Q5317160,Dusty,http://www.wikidata.org/entity/Q2911095,G.I. Joe: A Real American Hero
http://www.wikidata.org/entity/Q5349374,Eileen Grimshaw,http://www.wikidata.org/entity/Q945030,Coronation Street
http://www.wikidata.org/entity/Q3553156,Q3553156,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3553593,Q3553593,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3554205,Q3554205,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3554263,Q3554263,http://www.wikidata.org/entity/Q83978,Danny Phantom
http://www.wikidata.org/entity/Q3554345,Q3554345,http://www.wikidata.org/entity/Q216655,Metal Gear
http://www.wikidata.org/entity/Q3554452,Vance Duke,http://www.wikidata.org/entity/Q1304408,The Dukes of Hazzard
http://www.wikidata.org/entity/Q3556980,Q3556980,http://www.wikidata.org/entity/Q2718396,La Vieille Fille
http://www.wikidata.org/entity/Q3556986,Q3556986,http://www.wikidata.org/entity/Q50188,La Comédie humaine
http://www.wikidata.org/entity/Q3557477,Adam Newman,http://www.wikidata.org/entity/Q849627,The Young and the Restless
http://www.wikidata.org/entity/Q3557665,Q3557665,http://www.wikidata.org/entity/Q44523,Twilight
http://www.wikidata.org/entity/Q3557665,Q3557665,http://www.wikidata.org/entity/Q652599,The Twilight Saga
http://www.wikidata.org/entity/Q3557701,Victoria Newman,http://www.wikidata.org/entity/Q849627,The Young and the Restless
http://www.wikidata.org/entity/Q3557770,Q3557770,http://www.wikidata.org/entity/Q2718096,Le Cabinet des Antiques
http://www.wikidata.org/entity/Q3557775,Q3557775,http://www.wikidata.org/entity/Q3069616,Ferragus: Chief of the Devorants
http://www.wikidata.org/entity/Q3559532,Q3559532,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3375181,Percy Alleline,http://www.wikidata.org/entity/Q582811,"Tinker, Tailor, Soldier, Spy"
http://www.wikidata.org/entity/Q3376365,Pete Coppermine,http://www.wikidata.org/entity/Q2076869,Yu-Gi-Oh! R
http://www.wikidata.org/entity/Q3376449,Peter Berger,http://www.wikidata.org/entity/Q697406,Medicopter 117 – Jedes Leben zählt
http://www.wikidata.org/entity/Q3376898,Q3376898,http://www.wikidata.org/entity/Q216655,Metal Gear
http://www.wikidata.org/entity/Q3376917,Q3376917,http://www.wikidata.org/entity/Q2396924,My Teacher Is an Alien
http://www.wikidata.org/entity/Q3377804,Q3377804,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3380493,Q3380493,http://www.wikidata.org/entity/Q2202089,Familie
http://www.wikidata.org/entity/Q3381869,Phyllis Summers,http://www.wikidata.org/entity/Q849627,The Young and the Restless
http://www.wikidata.org/entity/Q3382102,Q3382102,http://www.wikidata.org/entity/Q700424,Grendizer
http://www.wikidata.org/entity/Q3388787,Pinocchio,http://www.wikidata.org/entity/Q4341553,Pinocchio
http://www.wikidata.org/entity/Q3391402,Planchet,http://www.wikidata.org/entity/Q1111179,D'Artagnan Romances
http://www.wikidata.org/entity/Q3396111,Q3396111,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3400573,Q3400573,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3401100,Tiffany Aching,http://www.wikidata.org/entity/Q980558,I Shall Wear Midnight
http://www.wikidata.org/entity/Q3401100,Tiffany Aching,http://www.wikidata.org/entity/Q1517543,The Wee Free Men
http://www.wikidata.org/entity/Q3401100,Tiffany Aching,http://www.wikidata.org/entity/Q2342080,A Hat Full of Sky
http://www.wikidata.org/entity/Q3401100,Tiffany Aching,http://www.wikidata.org/entity/Q2468631,Wintersmith
http://www.wikidata.org/entity/Q3401100,Tiffany Aching,http://www.wikidata.org/entity/Q19897982,The Shepherd's Crown
http://www.wikidata.org/entity/Q3401301,Q3401301,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3403345,Q3403345,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3403514,Q3403514,http://www.wikidata.org/entity/Q152178,Glee
http://www.wikidata.org/entity/Q3410330,Q3410330,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3410916,Purdey,http://www.wikidata.org/entity/Q113700,The Avengers
http://www.wikidata.org/entity/Q3411594,Père Pamphile,http://www.wikidata.org/entity/Q925538,Abbé Jules
http://www.wikidata.org/entity/Q3411752,Q3411752,http://www.wikidata.org/entity/Q759442,La Quête de l'oiseau du temps
http://www.wikidata.org/entity/Q3412996,Q3412996,http://www.wikidata.org/entity/Q26541,Dr. No
http://www.wikidata.org/entity/Q3412996,Q3412996,http://www.wikidata.org/entity/Q102754,Dr. No
http://www.wikidata.org/entity/Q3412996,Q3412996,http://www.wikidata.org/entity/Q368432,Live and Let Die
http://www.wikidata.org/entity/Q3413683,Q3413683,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3414055,Queequeg,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q3414545,Quinn James,http://www.wikidata.org/entity/Q203385,One Tree Hill
http://www.wikidata.org/entity/Q3415438,Q3415438,http://www.wikidata.org/entity/Q2786208,Goudkust
http://www.wikidata.org/entity/Q3416093,Rachel Gatina Scott,http://www.wikidata.org/entity/Q203385,One Tree Hill
http://www.wikidata.org/entity/Q3416109,Q3416109,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3417588,Q3417588,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3418315,Q3418315,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3418964,Rani Chandra,http://www.wikidata.org/entity/Q32816,The Sarah Jane Adventures
http://www.wikidata.org/entity/Q3419187,"Raoul ""El Cid"" Hernandez",http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3419412,Q3419412,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q667189,Echeclus,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q3421707,Q3421707,http://www.wikidata.org/entity/Q1346776,Greek
http://www.wikidata.org/entity/Q3423844,Q3423844,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3426611,René Mathis,http://www.wikidata.org/entity/Q151904,Casino Royale
http://www.wikidata.org/entity/Q3426611,René Mathis,http://www.wikidata.org/entity/Q181540,Quantum of Solace
http://www.wikidata.org/entity/Q3426611,René Mathis,http://www.wikidata.org/entity/Q591272,Casino Royale
http://www.wikidata.org/entity/Q3426611,René Mathis,http://www.wikidata.org/entity/Q1047711,Casino Royale
http://www.wikidata.org/entity/Q3430282,Q3430282,http://www.wikidata.org/entity/Q715193,Hajime no Ippo
http://www.wikidata.org/entity/Q3430468,Richard Ames,http://www.wikidata.org/entity/Q216655,Metal Gear
http://www.wikidata.org/entity/Q3430596,Richard Burke,http://www.wikidata.org/entity/Q79784,Friends
http://www.wikidata.org/entity/Q3431631,Ricki Tarr,http://www.wikidata.org/entity/Q582811,"Tinker, Tailor, Soldier, Spy"
http://www.wikidata.org/entity/Q3432139,Q3432139,http://www.wikidata.org/entity/Q209612,Suikoden
http://www.wikidata.org/entity/Q3433086,Q3433086,http://www.wikidata.org/entity/Q699760,Saiyuki
http://www.wikidata.org/entity/Q3433556,Nick Nack,http://www.wikidata.org/entity/Q309289,The Man with the Golden Gun
http://www.wikidata.org/entity/Q3433556,Nick Nack,http://www.wikidata.org/entity/Q2117860,James Bond Jr.
http://www.wikidata.org/entity/Q3435253,Robert Goren,http://www.wikidata.org/entity/Q1055728,Law & Order: Criminal Intent
http://www.wikidata.org/entity/Q3437663,Karl Stromberg,http://www.wikidata.org/entity/Q320423,The Spy Who Loved Me
http://www.wikidata.org/entity/Q3438922,Q3438922,http://www.wikidata.org/entity/Q259168,The Sum of All Fears
http://www.wikidata.org/entity/Q3439640,Roger,http://www.wikidata.org/entity/Q1150106,Hellboy
http://www.wikidata.org/entity/Q3442316,Rosco P. Coltrane,http://www.wikidata.org/entity/Q1304408,The Dukes of Hazzard
http://www.wikidata.org/entity/Q3442348,Rose-Red Strauss,http://www.wikidata.org/entity/Q2737360,The Record of a Fallen Vampire
http://www.wikidata.org/entity/Q3442788,Q3442788,http://www.wikidata.org/entity/Q1479491,XIII
http://www.wikidata.org/entity/Q3453771,Ryan Evans,http://www.wikidata.org/entity/Q53110,High School Musical
http://www.wikidata.org/entity/Q3454058,Ryo Saeba,http://www.wikidata.org/entity/Q714064,City Hunter
http://www.wikidata.org/entity/Q3456478,Q3456478,http://www.wikidata.org/entity/Q132288,Salatut elämät
http://www.wikidata.org/entity/Q3458112,Q3458112,http://www.wikidata.org/entity/Q744536,The Adventures of Tintin
http://www.wikidata.org/entity/Q3459134,Colonel Kurtz,http://www.wikidata.org/entity/Q182692,Apocalypse Now
http://www.wikidata.org/entity/Q3460902,Q3460902,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3461343,Q3461343,http://www.wikidata.org/entity/Q3066544,The Diamond Bikini
http://www.wikidata.org/entity/Q3469416,Q3469416,http://www.wikidata.org/entity/Q2539006,Blue Seed
http://www.wikidata.org/entity/Q3469424,Q3469424,http://www.wikidata.org/entity/Q2294784,Ai Kora
http://www.wikidata.org/entity/Q3469432,Sal Paradise,http://www.wikidata.org/entity/Q743180,On the Road
http://www.wikidata.org/entity/Q3470512,Q3470512,http://www.wikidata.org/entity/Q83978,Danny Phantom
http://www.wikidata.org/entity/Q3470799,Q3470799,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3471022,Q3471022,http://www.wikidata.org/entity/Q1479491,XIII
http://www.wikidata.org/entity/Q3471289,Samurai Goroh,http://www.wikidata.org/entity/Q2778220,Super Smash Bros.
http://www.wikidata.org/entity/Q3471289,Samurai Goroh,http://www.wikidata.org/entity/Q6720878,F-Zero
http://www.wikidata.org/entity/Q3471289,Samurai Goroh,http://www.wikidata.org/entity/Q8133833,F-Zero: GP Legend
http://www.wikidata.org/entity/Q3471333,Q3471333,http://www.wikidata.org/entity/Q186572,Princess Mononoke
http://www.wikidata.org/entity/Q3471886,Sandra Benes,http://www.wikidata.org/entity/Q1045743,Space: 1999
http://www.wikidata.org/entity/Q3472097,Q3472097,http://www.wikidata.org/entity/Q550238,Melrose Place
http://www.wikidata.org/entity/Q3472490,Sansa Stark,http://www.wikidata.org/entity/Q23572,Game of Thrones
http://www.wikidata.org/entity/Q3473260,Q3473260,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3473289,Sara Pezzini,http://www.wikidata.org/entity/Q761659,Witchblade
http://www.wikidata.org/entity/Q3473445,Sarah MacKenzie,http://www.wikidata.org/entity/Q754197,JAG
http://www.wikidata.org/entity/Q3473828,Q3473828,http://www.wikidata.org/entity/Q11221,The Smurfs
http://www.wikidata.org/entity/Q3474199,Saul Enderby,http://www.wikidata.org/entity/Q1231505,Smiley's People
http://www.wikidata.org/entity/Q3474199,Saul Enderby,http://www.wikidata.org/entity/Q1239133,The Honourable Schoolboy
http://www.wikidata.org/entity/Q3475523,Q3475523,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3476203,Q3476203,http://www.wikidata.org/entity/Q216655,Metal Gear
http://www.wikidata.org/entity/Q3476300,Scott Ross,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3476761,Sean Murphy,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3478091,Selene,http://www.wikidata.org/entity/Q82332,Underworld
http://www.wikidata.org/entity/Q3480192,Q3480192,http://www.wikidata.org/entity/Q776262,"Goede Tijden, Slechte Tijden"
http://www.wikidata.org/entity/Q3480298,Milo Pressman,http://www.wikidata.org/entity/Q56194,24
http://www.wikidata.org/entity/Q3480340,Q3480340,http://www.wikidata.org/entity/Q2128714,Thuis
http://www.wikidata.org/entity/Q3480626,Q3480626,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3480759,Q3480759,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3482062,Shigeru Aoba,http://www.wikidata.org/entity/Q662,Neon Genesis Evangelion
http://www.wikidata.org/entity/Q3482063,Q3482063,http://www.wikidata.org/entity/Q715193,Hajime no Ippo
http://www.wikidata.org/entity/Q3482197,Shingo Aoi,http://www.wikidata.org/entity/Q647486,Captain Tsubasa
http://www.wikidata.org/entity/Q3192774,Q3192774,http://www.wikidata.org/entity/Q699760,Saiyuki
http://www.wikidata.org/entity/Q3193045,Kareem Saïd,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3193133,Karen Vick,http://www.wikidata.org/entity/Q48758,Psych
http://www.wikidata.org/entity/Q3193188,Karim Fedala,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3193490,Karla,http://www.wikidata.org/entity/Q582811,"Tinker, Tailor, Soldier, Spy"
http://www.wikidata.org/entity/Q3193490,Karla,http://www.wikidata.org/entity/Q1231505,Smiley's People
http://www.wikidata.org/entity/Q3193490,Karla,http://www.wikidata.org/entity/Q1239133,The Honourable Schoolboy
http://www.wikidata.org/entity/Q3193644,Q3193644,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3194421,Q3194421,http://www.wikidata.org/entity/Q2737360,The Record of a Fallen Vampire
http://www.wikidata.org/entity/Q3194869,Q3194869,http://www.wikidata.org/entity/Q3234585,Q3234585
http://www.wikidata.org/entity/Q3194872,Q3194872,http://www.wikidata.org/entity/Q2128714,Thuis
http://www.wikidata.org/entity/Q3195240,Kenny Wangler,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3195644,Kevin,http://www.wikidata.org/entity/Q723727,Sin City
http://www.wikidata.org/entity/Q3195700,Kevin Fisher,http://www.wikidata.org/entity/Q849627,The Young and the Restless
http://www.wikidata.org/entity/Q3195727,Supreme Allah,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3196003,Q3196003,http://www.wikidata.org/entity/Q2681486,Spoed
http://www.wikidata.org/entity/Q3196564,Q3196564,http://www.wikidata.org/entity/Q862850,Reborn!
http://www.wikidata.org/entity/Q3196854,Kimber Henry,http://www.wikidata.org/entity/Q221230,Nip/Tuck
http://www.wikidata.org/entity/Q3196946,Kin-Fo,http://www.wikidata.org/entity/Q1214433,Tribulations of a Chinaman in China
http://www.wikidata.org/entity/Q3197376,Kirk Dixon,http://www.wikidata.org/entity/Q2076869,Yu-Gi-Oh! R
http://www.wikidata.org/entity/Q3197521,Q3197521,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3197542,Q3197542,http://www.wikidata.org/entity/Q216792,The L Word
http://www.wikidata.org/entity/Q3197658,Q3197658,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3197680,Q3197680,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3198390,Rocky Blue,http://www.wikidata.org/entity/Q308700,Shake It Up
http://www.wikidata.org/entity/Q3198610,Konata Izumi,http://www.wikidata.org/entity/Q839091,Lucky Star
http://www.wikidata.org/entity/Q3200869,Q3200869,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3204069,Q3204069,http://www.wikidata.org/entity/Q185059,Days of our Lives
http://www.wikidata.org/entity/Q3207412,Osip Dymov,http://www.wikidata.org/entity/Q14325564,The Grasshopper
http://www.wikidata.org/entity/Q3215989,Q3215989,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3215995,Lady Dudley,http://www.wikidata.org/entity/Q2572925,Le Lys dans la vallée
http://www.wikidata.org/entity/Q3215999,Bundle Brent,http://www.wikidata.org/entity/Q174654,The Secret of Chimneys
http://www.wikidata.org/entity/Q3215999,Bundle Brent,http://www.wikidata.org/entity/Q457252,The Seven Dials Mystery
http://www.wikidata.org/entity/Q3216197,Q3216197,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3217957,Larloch,http://www.wikidata.org/entity/Q16267529,Baldur's Gate II: Enhanced Edition
http://www.wikidata.org/entity/Q3217957,Larloch,http://www.wikidata.org/entity/Q16966042,Realms of the Elves
http://www.wikidata.org/entity/Q3217957,Larloch,http://www.wikidata.org/entity/Q17035379,Lords of Darkness
http://www.wikidata.org/entity/Q3218534,Q3218534,http://www.wikidata.org/entity/Q42490,Asterix
http://www.wikidata.org/entity/Q3218657,Laura Avery Sumner,http://www.wikidata.org/entity/Q640535,Knots Landing
http://www.wikidata.org/entity/Q3218821,Q3218821,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3218827,Lauren Adams,http://www.wikidata.org/entity/Q608999,CHERUB
http://www.wikidata.org/entity/Q3218856,Q3218856,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3218954,Laurence de Cinq-Cygne,http://www.wikidata.org/entity/Q3549814,Q3549814
http://www.wikidata.org/entity/Q3219652,Laurie Forman,http://www.wikidata.org/entity/Q208072,That '70s Show
http://www.wikidata.org/entity/Q3220060,Q3220060,http://www.wikidata.org/entity/Q209612,Suikoden
http://www.wikidata.org/entity/Q3221246,Q3221246,http://www.wikidata.org/entity/Q83978,Danny Phantom
http://www.wikidata.org/entity/Q3221604,The Peddler,http://www.wikidata.org/entity/Q215518,Aladdin
http://www.wikidata.org/entity/Q3222411,Rastapopoulos,http://www.wikidata.org/entity/Q744536,The Adventures of Tintin
http://www.wikidata.org/entity/Q3223487,Nite Owl II,http://www.wikidata.org/entity/Q128444,Watchmen
http://www.wikidata.org/entity/Q3223488,Nite Owl I,http://www.wikidata.org/entity/Q128444,Watchmen
http://www.wikidata.org/entity/Q3226474,Q3226474,http://www.wikidata.org/entity/Q759442,La Quête de l'oiseau du temps
http://www.wikidata.org/entity/Q167646,Paris,http://www.wikidata.org/entity/Q1784308,Judgement of Paris
http://www.wikidata.org/entity/Q186271,Patroclus,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q254381,Peneleos,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q3559533,Vincent Chase,http://www.wikidata.org/entity/Q253205,Entourage
http://www.wikidata.org/entity/Q3560698,Virginie,http://www.wikidata.org/entity/Q2293012,Paul et Virginie
http://www.wikidata.org/entity/Q3561615,Q3561615,http://www.wikidata.org/entity/Q545151,The Spy Who Loved Me
http://www.wikidata.org/entity/Q3561737,Vlad Plasmius,http://www.wikidata.org/entity/Q83978,Danny Phantom
http://www.wikidata.org/entity/Q3564252,Veronica Lodge,http://www.wikidata.org/entity/Q3282277,The Archie Show
http://www.wikidata.org/entity/Q3566012,Q3566012,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3566309,René Artois,http://www.wikidata.org/entity/Q425628,'Allo 'Allo!
http://www.wikidata.org/entity/Q3566632,Gregor Samsa,http://www.wikidata.org/entity/Q184222,The Metamorphosis
http://www.wikidata.org/entity/Q3567219,Q3567219,http://www.wikidata.org/entity/Q2712800,Cousin Bette
http://www.wikidata.org/entity/Q3568234,Wilhelm Gottsreich Sigismond von Ormstein,http://www.wikidata.org/entity/Q265546,A Scandal in Bohemia
http://www.wikidata.org/entity/Q3568249,Q3568249,http://www.wikidata.org/entity/Q2699195,Le Cousin Pons
http://www.wikidata.org/entity/Q3568268,Wilkins Micawber,http://www.wikidata.org/entity/Q189811,David Copperfield
http://www.wikidata.org/entity/Q3568900,William Rawls,http://www.wikidata.org/entity/Q478360,The Wire
http://www.wikidata.org/entity/Q3569729,Q3569729,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3570958,Xiang Ying,http://www.wikidata.org/entity/Q531723,Angel Heart
http://www.wikidata.org/entity/Q3570985,Q3570985,http://www.wikidata.org/entity/Q531723,Angel Heart
http://www.wikidata.org/entity/Q3571037,Q3571037,http://www.wikidata.org/entity/Q658568,Valérian and Laureline
http://www.wikidata.org/entity/Q3572177,Yen Sid,http://www.wikidata.org/entity/Q3202209,The Sorcerer's Apprentice
http://www.wikidata.org/entity/Q3572679,Yoshimitsu,http://www.wikidata.org/entity/Q219623,Tekken
http://www.wikidata.org/entity/Q3572679,Yoshimitsu,http://www.wikidata.org/entity/Q1207356,Soul
http://www.wikidata.org/entity/Q3573147,Q3573147,http://www.wikidata.org/entity/Q2737360,The Record of a Fallen Vampire
http://www.wikidata.org/entity/Q3574605,Zahir Arif,http://www.wikidata.org/entity/Q739780,Oz
http://www.wikidata.org/entity/Q3577308,Q3577308,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3587878,Q3587878,http://www.wikidata.org/entity/Q2712800,Cousin Bette
http://www.wikidata.org/entity/Q3588001,Q3588001,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3588358,Q3588358,http://www.wikidata.org/entity/Q2092894,Illusions perdues
http://www.wikidata.org/entity/Q3588864,Q3588864,http://www.wikidata.org/entity/Q1381883,Plus belle la vie
http://www.wikidata.org/entity/Q3588876,Q3588876,http://www.wikidata.org/entity/Q1142149,La Peau de chagrin
http://www.wikidata.org/entity/Q3592235,Étienne Lantier,http://www.wikidata.org/entity/Q137869,Germinal
http://www.wikidata.org/entity/Q3600307,Q3600307,http://www.wikidata.org/entity/Q1145764,Guiding Light
http://www.wikidata.org/entity/Q3600309,A.C. Slater,http://www.wikidata.org/entity/Q1026823,Saved by the Bell
http://www.wikidata.org/entity/Q3603297,Abbey Bartlet,http://www.wikidata.org/entity/Q3577037,The West Wing
http://www.wikidata.org/entity/Q3605012,Q3605012,http://www.wikidata.org/entity/Q1145764,Guiding Light
http://www.wikidata.org/entity/Q3605767,Q3605767,http://www.wikidata.org/entity/Q1971066,CentoVetrine
http://www.wikidata.org/entity/Q3606426,Strawberry Fields,http://www.wikidata.org/entity/Q181540,Quantum of Solace
http://www.wikidata.org/entity/Q3606643,Q3606643,http://www.wikidata.org/entity/Q28491,The Betrothed
http://www.wikidata.org/entity/Q3607071,Q3607071,http://www.wikidata.org/entity/Q1971387,Un Posto al Sole
http://www.wikidata.org/entity/Q3607489,Al Delvecchio,http://www.wikidata.org/entity/Q518589,Happy Days
http://www.wikidata.org/entity/Q3607489,Al Delvecchio,http://www.wikidata.org/entity/Q3807921,Joanie Loves Chachi
http://www.wikidata.org/entity/Q3607680,Alan-Michael Spaulding,http://www.wikidata.org/entity/Q1145764,Guiding Light
http://www.wikidata.org/entity/Q3607699,Alan Eppes,http://www.wikidata.org/entity/Q5935,Numbers
http://www.wikidata.org/entity/Q3607776,Alan Spaulding,http://www.wikidata.org/entity/Q1145764,Guiding Light
http://www.wikidata.org/entity/Q3608208,Q3608208,http://www.wikidata.org/entity/Q1971066,CentoVetrine
http://www.wikidata.org/entity/Q3608495,Q3608495,http://www.wikidata.org/entity/Q1971387,Un Posto al Sole
http://www.wikidata.org/entity/Q3609352,Aldo Trapani,http://www.wikidata.org/entity/Q3225260,Godfather trilogy
http://www.wikidata.org/entity/Q3609628,Q3609628,http://www.wikidata.org/entity/Q1971066,CentoVetrine
http://www.wikidata.org/entity/Q3609650,Alessa Gillespie,http://www.wikidata.org/entity/Q236821,Silent Hill
http://www.wikidata.org/entity/Q3610185,Q3610185,http://www.wikidata.org/entity/Q1971387,Un Posto al Sole
http://www.wikidata.org/entity/Q3610349,Q3610349,http://www.wikidata.org/entity/Q1971066,CentoVetrine
http://www.wikidata.org/entity/Q3610449,Q3610449,http://www.wikidata.org/entity/Q1971066,CentoVetrine
http://www.wikidata.org/entity/Q3610648,Q3610648,http://www.wikidata.org/entity/Q17175515,Camera Café
http://www.wikidata.org/entity/Q3610797,Q3610797,http://www.wikidata.org/entity/Q25128,Storm of Love
http://www.wikidata.org/entity/Q3610815,Alex Cahill,http://www.wikidata.org/entity/Q426432,"Walker, Texas Ranger"
http://www.wikidata.org/entity/Q3610826,Alexandra Spaulding,http://www.wikidata.org/entity/Q1145764,Guiding Light
http://www.wikidata.org/entity/Q3611117,Q3611117,http://www.wikidata.org/entity/Q25128,Storm of Love
http://www.wikidata.org/entity/Q3611343,Q3611343,http://www.wikidata.org/entity/Q1971387,Un Posto al Sole
http://www.wikidata.org/entity/Q5357903,Electro-Wave Human Tackle,http://www.wikidata.org/entity/Q577752,Kamen Rider Series
http://www.wikidata.org/entity/Q5364780,Gurongi,http://www.wikidata.org/entity/Q577752,Kamen Rider Series
http://www.wikidata.org/entity/Q5364953,Ellen Miller,http://www.wikidata.org/entity/Q289537,Lassie
http://www.wikidata.org/entity/Q5367205,Elora Danan,http://www.wikidata.org/entity/Q515931,Willow
http://www.wikidata.org/entity/Q5367632,Elsie Tanner,http://www.wikidata.org/entity/Q945030,Coronation Street
http://www.wikidata.org/entity/Q5370196,Toshiya Sato,http://www.wikidata.org/entity/Q702497,Major
http://www.wikidata.org/entity/Q5372063,Emily Bishop,http://www.wikidata.org/entity/Q945030,Coronation Street
http://www.wikidata.org/entity/Q5372163,Emily Fields,http://www.wikidata.org/entity/Q32450,Pretty Little Liars
