The Count of Monte Cristo,Alexandre Dumas,http://www.sparknotes.com/lit/montecristo/summary.html,http://www.imdb.com/title/tt0245844/,
The House of Mirth,Edith Wharton,http://www.sparknotes.com/lit/mirth/summary.html,http://www.imdb.com/title/tt0200720/,
The House of the Seven Gables,Nathaniel Hawthorne,http://www.sparknotes.com/lit/sevengables/summary.html,http://www.imdb.com/title/tt0032610/,
The Iliad,Homer,http://www.sparknotes.com/lit/iliad/summary.html,,
The Jew of Malta,Christopher Marlowe,http://www.sparknotes.com/drama/jewofmalta/summary.html,http://www.imdb.com/title/tt1949595/,
The Jungle,Upton Sinclair,http://www.sparknotes.com/lit/jungle/summary.html,,
The Last of the Mohicans,James Fenimore Cooper,http://www.sparknotes.com/lit/mohicans/summary.html,http://www.imdb.com/title/tt0104691/,
The Mayor of Casterbridge,Thomas Hardy,http://www.sparknotes.com/lit/casterbridge/summary.html,http://www.imdb.com/title/tt0283474/,
The Merchant of Venice,William Shakespeare,http://www.sparknotes.com/shakespeare/merchant/summary.html,http://www.imdb.com/title/tt0379889/,
The Merry Wives of Windsor,William Shakespeare,http://www.sparknotes.com/shakespeare/merrywives/summary.html,http://www.imdb.com/title/tt0084325/,
The Picture of Dorian Gray,Oscar Wilde,http://www.sparknotes.com/lit/doriangray/summary.html,http://www.imdb.com/title/tt0037988/,
The Portrait of a Lady,Henry James,http://www.sparknotes.com/lit/portraitlady/summary.html,http://www.imdb.com/title/tt0117364/,
The Republic,Plato,http://www.sparknotes.com/philosophy/republic/summary.html,,
The Return of the Native,Thomas Hardy,http://www.sparknotes.com/lit/returnofnative/summary.html,http://www.imdb.com/title/tt0110977/,
The Scarlet Letter,Nathaniel Hawthorne,http://www.sparknotes.com/lit/scarlet/summary.html,http://www.imdb.com/title/tt0114345/,
The Secret Garden,Frances Hodgson Burnett,http://www.sparknotes.com/lit/secretgarden/summary.html,http://www.imdb.com/title/tt0108071/,
The Taming of the Shrew,William Shakespeare,http://www.sparknotes.com/shakespeare/shrew/summary.html,http://www.imdb.com/title/tt0061407/,
The Tempest,William Shakespeare,http://www.sparknotes.com/shakespeare/tempest/summary.html,http://www.imdb.com/title/tt1274300/,
The Three Musketeers,Alexandre Dumas,http://www.sparknotes.com/lit/3musk/summary.html,http://www.imdb.com/title/tt1509767/,
The Trial,Franz Kafka,http://www.sparknotes.com/lit/trial/summary.html,http://www.imdb.com/title/tt0057427/,
The Turn of the Screw,Henry James,http://www.sparknotes.com/lit/screw/summary.html,http://www.imdb.com/title/tt0055018/,
The Two Gentlemen of Verona,William Shakespeare,http://www.sparknotes.com/shakespeare/twogentlemen/summary.html,http://www.imdb.com/title/tt0086492/,
The Winter's Tale,William Shakespeare,http://www.sparknotes.com/shakespeare/winterstale/summary.html,http://www.imdb.com/title/tt0081761/,
This Side of Paradise,F. Scott Fitzgerald,http://www.sparknotes.com/lit/paradise/summary.html,,
Timon of Athens,William Shakespeare,http://www.sparknotes.com/shakespeare/timonofathens/summary.html,http://www.imdb.com/title/tt0083207/,
Titus Andronicus,William Shakespeare,http://www.sparknotes.com/shakespeare/titus/summary.html,http://www.imdb.com/title/tt0120866/,
Treasure Island,Robert Louis Stevenson,http://www.sparknotes.com/lit/treasure/summary.html,http://www.imdb.com/title/tt1820723/,
Troilus and Cressida,William Shakespeare,http://www.sparknotes.com/shakespeare/troilus/summary.html,http://www.imdb.com/title/tt0125562/,
Twelfth Night,William Shakespeare,http://www.sparknotes.com/shakespeare/twelfthnight/summary.html,http://www.imdb.com/title/tt0117991/,
Typee,Herman Melville,http://www.sparknotes.com/lit/typee/summary.html,http://www.imdb.com/title/tt0051581/,
Ulysses,James Joyce,http://www.sparknotes.com/lit/ulysses/summary.html,http://www.imdb.com/title/tt0062414/,
Uncle Tom&rsquo;s Cabin,Harriet Beecher Stowe,http://www.sparknotes.com/lit/uncletom/summary.html,,
War and Peace,Leo Tolstoy,http://www.sparknotes.com/lit/warandpeace/summary.html,http://www.imdb.com/title/tt3910804/,
White Fang,Jack London,http://www.sparknotes.com/lit/fang/summary.html,http://www.imdb.com/title/tt0103247/,
